iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnkTSD(1)	M_lnkAS(1)	M_lnkAD(1)	M_lnVMaxC(1)	M_lnVMaxDCVGC(1)	M_lnClDCVGC(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISOx(1)	M_lnISTCA(1)	M_lnISConj(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnkTSD(1)	V_lnkAS(1)	V_lnkAD(1)	V_lnVMaxC(1)	V_lnVMaxDCVGC(1)	V_lnClDCVGC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISOx(1)	V_lnISTCA(1)	V_lnISConj(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnVMaxDCVGC(1.1)	lnClDCVGC(1.1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnkTSD(1.1)	lnkAS(1.1)	lnkAD(1.1)	lnVMaxC(1.1)	lnVMaxDCVGC(1.2)	lnClDCVGC(1.2)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnkTSD(1.2)	lnkAS(1.2)	lnkAD(1.2)	lnVMaxC(1.2)	lnVMaxDCVGC(1.3)	lnClDCVGC(1.3)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnkTSD(1.3)	lnkAS(1.3)	lnkAD(1.3)	lnVMaxC(1.3)	lnVMaxDCVGC(1.4)	lnClDCVGC(1.4)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnkTSD(1.4)	lnkAS(1.4)	lnkAD(1.4)	lnVMaxC(1.4)	LnPrior	LnData	LnPosterior
65400	2.90586	1.8052	1.06461	2.03095	0.416762	0.48056	0.142353	1.06775	0.749834	1.82349	1.11042	0.201671	0.599741	0.594633	0.817355	0.325526	0.69989	0.589783	0.434809	0.500066	0.548309	0.0149578	0.652001	-0.338148	0.0331083	-1.2897	-0.0141913	-2.06257	-0.507108	2.19892	1.82871	-1.72709	-0.175098	-4.25533	-4.60418	0.988595	-1.16422	-3.80744	1.67382	-1.12943	-2.01134	4.03334	-1.33821	1.69431	0.0537885	1.52285	0.112846	0.164443	0.0637356	0.372145	0.129179	7.05581	9.4408	4.25123	0.263418	0.106362	0.0676907	0.163225	0.19633	0.135199	2.78067	9.72487	3.64278	2.99812	1.32098	1.15809	-4.32553	-4.80688	0.602866	-1.93563	-4.75688	3.46533	-0.640896	0.539819	0.656009	-3.0369	0.411709	-1.33315	-0.0388857	-1.99985	-0.247091	1.13067	5.27357	1.25039	-0.338258	-4.66822	-4.60327	0.934285	-0.691799	-3.68499	3.38397	-0.996298	2.81549	0.595794	-1.24713	0.117406	-1.07827	-0.280128	-1.76555	-0.178601	2.52164	2.86522	-1.03862	-0.501358	-4.33946	-4.03392	1.12376	-0.539794	-3.7194	2.97168	-0.881731	2.59854	0.403436	-1.11491	0.0145701	-2.06378	0.303454	-2.64804	-0.9268	4.02975	2.27003	-1.5215	-0.314167	-4.57116	-4.25743	1.49295	-0.43151	-2.78909	3.03274	-0.542719	1.27059	0.690067	-4.28006	0.233731	-1.78906	-0.708433	-1.76174	-1.00189	2.12878	2.14479	-5.06326	-0.420191	-1.532866e+02	-2.261847e+02	-3.794713e+02
65500	3.01097	0.645321	1.00577	0.845863	0.43553	1.14996	0.170016	2.13836	0.977031	0.670027	1.40263	0.122175	0.934508	0.609582	0.607082	0.3094	0.86204	0.645126	0.390707	0.295681	0.525437	0.0282318	0.456787	-0.372737	-1.02218	-1.97256	-0.0680816	-1.56424	-0.255338	3.98992	2.92387	-3.84746	-0.400764	-3.30406	-4.54756	1.96435	-0.685371	-3.57512	-2.49042	2.45077	-2.12784	4.30164	0.134776	4.08992	0.251432	2.47008	0.0401754	0.0761608	0.798436	0.0542866	0.493367	5.26381	1.70423	1.64951	0.205082	0.315411	0.56678	0.570419	0.0710553	0.221561	2.0152	10.5257	12.7994	2.28355	1.54615	7.22682	-4.81371	-4.39643	2.40907	-0.926635	-4.00391	3.02649	-1.49077	-0.0970899	0.907939	-2.08075	-0.867008	-2.05157	-1.36212	-1.75952	0.0848584	2.21386	3.8816	-4.39596	-0.357875	-2.57144	-4.58255	1.71715	-0.42475	-3.79014	3.95656	-1.17079	2.68795	0.406974	-1.3628	-0.903965	-1.85512	-1.29306	-1.98745	0.217586	4.04822	3.35117	-0.934579	-0.130593	-2.73846	-4.71736	0.339421	-0.74844	-3.18546	2.93824	-1.5327	3.33356	0.788833	-0.637511	-0.884625	-1.58245	0.53132	-1.64007	-0.924814	2.61225	1.88138	-2.1444	-0.437818	-3.1056	-4.81116	1.9886	-0.32111	-2.88597	2.60167	-0.773192	3.52599	0.4489	-4.1576	-1.05556	-1.95906	-0.880861	-2.19114	-0.650753	3.66332	3.79074	-4.8224	-0.400835	-1.667744e+02	-2.376685e+02	-4.044429e+02
65600	2.92538	2.24262	0.961323	1.50616	0.807165	1.16565	0.014218	2.79535	0.276385	1.15732	2.30163	0.104706	0.829506	0.834567	0.612819	0.295589	0.764174	0.506226	0.532196	0.411445	0.648033	0.0121742	0.560912	-0.619163	0.068929	-1.10212	-0.555813	-1.81011	-0.199098	4.09444	3.10675	0.405737	-0.652074	-4.23201	-4.63145	2.04324	-0.744142	-2.79171	-2.96161	2.51307	0.880014	2.98411	-1.76404	-1.36743	0.247225	3.19696	0.210972	0.069987	0.0429463	0.326337	0.138427	1.94221	3.48339	31.6581	0.176348	0.0796717	0.0587362	0.243287	0.150544	0.255774	1.49731	2.13029	0.985027	1.83207	2.11881	8.60387	-4.41615	-4.51946	2.04204	-1.25094	-3.62608	3.56948	-2.20946	1.17997	0.484011	-3.20951	1.32157	-0.901818	-0.668715	-1.18724	0.222058	2.69333	3.89597	5.05875	-0.840578	-4.42442	-4.52939	1.92625	-1.00387	-2.70679	2.55121	-0.637669	1.64036	0.641546	-1.32849	-0.0730238	-0.843195	-0.39048	-1.96544	-0.240875	4.15883	4.53163	-1.42759	-0.487398	-4.40418	-4.72353	1.75347	-0.644187	-3.30435	3.42691	-2.04091	-2.04497	1.11868	2.70404	-0.31767	-0.703131	-0.632262	-1.44514	-0.954715	2.70301	1.70424	-1.44681	-0.960945	-3.97804	-4.33557	2.17456	-1.00869	-2.94503	2.9482	-0.71104	-2.10385	1.07321	-3.8199	0.397103	-1.52237	-1.09094	-1.65832	0.00291155	3.48166	3.03911	-4.00137	-0.792954	-1.518402e+02	-2.152026e+02	-3.670428e+02
65700	3.17067	1.59689	1.671	2.44208	0.351106	0.76004	0.0388104	1.30122	0.558043	1.00393	1.89709	0.117917	0.726304	0.625012	0.499492	0.360237	0.623877	0.418132	1.30571	0.468873	0.586906	0.010872	0.408818	-1.08763	0.421984	-0.678301	-0.765361	-1.29952	-0.572507	3.76746	2.52738	-1.81032	-0.79707	-4.11592	-4.141	1.88824	-0.173648	-2.31153	0.896272	0.916675	-0.0574604	3.74588	-1.37843	-0.448007	0.117279	0.262025	0.228237	0.113168	0.153908	0.116347	0.117756	0.611012	4.38265	5.57456	0.287229	0.116769	0.228069	0.201412	0.151284	0.115282	2.3869	2.99432	3.7542	3.93369	1.77102	5.06151	-4.49474	-4.26369	1.27899	0.0888354	-2.59322	3.98009	-3.4792	-1.91994	0.0266236	-1.12918	-0.180597	-0.992584	-0.610341	-1.12318	0.0119263	2.9031	5.24079	-5.3626	-0.74959	-4.2635	-4.46925	1.94563	-0.768085	-2.4467	2.56932	-0.916807	1.87354	-0.188264	-1.43585	0.128444	-0.414754	-0.600404	-1.66674	-0.26392	3.47991	4.58845	-1.56465	-0.433282	-4.09559	-4.29763	2.52682	-0.78535	-1.7087	3.33857	-2.12837	-1.20201	0.627143	-0.804918	-0.00265232	-0.743354	-1.24125	-1.39832	-0.811935	3.67193	1.08116	-1.56364	-0.780249	-3.43362	-4.9179	1.43353	0.1829	-2.98869	3.4604	-2.33573	0.861606	0.661426	-1.11227	0.208135	-1.0731	-1.46938	-1.25359	-0.784516	3.46964	3.162	-6.37365	-0.933088	-1.375830e+02	-2.468323e+02	-3.844152e+02
65800	3.07839	3.24919	0.923022	1.01952	0.360148	0.617671	0.0146183	1.18718	0.795282	1.389	2.86004	0.0942316	0.984309	0.655386	0.59851	0.374997	0.909553	0.518264	0.43195	0.396342	0.543527	0.0102988	0.0905559	0.267422	0.821225	-1.13681	-0.877655	-1.57284	-0.396707	4.32126	-1.02048	-2.48791	-0.410155	-4.33959	-4.2648	1.53626	0.0540829	-3.12098	1.00899	-4.44464	-2.14838	4.23041	-3.13644	-1.7431	0.160655	2.17321	0.0435757	0.111305	0.0671479	0.103117	0.0485932	4.66898	8.81495	22.2653	1.04404	0.112694	0.0911624	0.249159	0.0611212	0.167399	1.90795	3.32096	1.93486	0.698313	5.08071	2.90789	-4.60379	-4.26029	1.95565	0.460182	-3.12573	4.30581	-4.17883	1.54434	0.377825	-1.1703	1.11334	-1.27543	-1.15682	-1.22273	-0.530827	3.97415	5.77248	-1.65802	-0.856522	-5.01105	-4.32681	2.07862	0.0332382	-2.62438	2.5534	-1.10464	2.34892	0.297051	-0.00492992	0.702441	-1.15192	-0.569513	-1.82802	-0.177266	0.879774	0.296335	-1.58082	-0.210244	-4.37873	-4.38074	1.49397	-0.198511	-3.63164	3.48388	-1.90419	-1.16534	-0.514744	-0.00762278	0.8165	-0.64838	-0.845005	-1.20724	-0.821541	1.2885	-0.665351	-1.71143	-0.358891	-4.39264	-4.14026	1.37683	-0.144749	-2.9567	3.51352	-0.953923	-2.74571	0.111002	-3.88661	0.693605	-1.02307	-1.44668	-1.66483	-0.465321	4.53448	3.79956	-4.22415	-0.80698	-1.454858e+02	-2.265833e+02	-3.720690e+02
65900	2.88329	1.83195	0.554413	2.12822	0.284892	0.662858	0.0191404	1.82663	0.315035	1.0179	1.8509	0.096264	0.830864	0.52105	0.691866	0.333606	0.72463	0.529694	0.279252	0.54759	0.755195	0.0129845	-0.0775055	-0.815526	0.845967	-1.65146	-0.242541	-0.331696	0.105154	4.61196	3.21088	-0.77165	-0.00275353	-3.97546	-4.40989	1.311	-0.362209	-3.74872	0.738811	-3.36794	3.05172	3.72706	-2.2488	1.51413	0.0997824	1.37296	0.091802	0.0380681	0.0476718	1.80179	0.0478971	4.78434	5.43312	1.44737	0.590912	0.312325	0.13087	0.244367	0.13692	0.387573	5.77127	1.39404	1.74611	0.898044	1.78611	4.9419	-4.56575	-4.44015	2.17113	-0.338929	-2.89292	2.90289	-4.50491	-0.271916	0.258696	-3.20851	1.34553	-1.89398	-0.113848	-0.105415	-0.20397	3.6011	5.64207	0.0401668	-0.798927	-4.2449	-4.32085	1.63387	-0.322599	-3.57022	3.03314	-1.29028	3.07422	-0.170108	-1.30655	0.460182	-1.40544	-0.329444	-1.87952	-0.0467813	3.10506	0.744882	-0.979876	-0.168325	-3.03341	-4.05529	1.51962	-0.433505	-1.87577	2.85582	-2.39942	-0.828115	0.0250259	-1.19307	0.215276	-1.39171	0.0669509	-0.541866	-0.231576	3.90144	-2.49213	-1.61692	-0.390019	-4.74056	-4.0908	1.5885	-0.981606	-4.46711	2.10219	-2.17193	3.07517	0.0305157	-3.00122	0.857247	-1.5682	-0.0611553	0.801041	-0.0570966	4.57946	3.8474	-3.47145	-0.815033	-1.544105e+02	-2.245888e+02	-3.789992e+02
66000	2.94664	1.09468	2.62407	1.73712	1.18166	0.741735	0.185483	1.48641	0.315206	0.922344	1.43912	0.184204	1.07516	0.57651	0.624824	0.331325	0.709394	0.520505	0.347178	0.657802	0.605522	0.0122407	0.686818	-0.138708	1.44948	-0.789525	-0.280214	-0.874676	0.131477	3.32253	-3.5426	-6.52827	-0.635672	-3.07352	-4.62594	1.89575	0.692972	-3.96923	1.81705	2.35487	4.16788	3.16809	-3.55739	4.11402	0.0456148	1.12452	0.238141	0.0883698	0.046345	0.446253	0.0932995	3.39194	27.7392	11.6772	0.431314	0.0904734	0.209857	0.0992736	0.282005	0.0426498	4.10939	2.41187	5.06063	2.29445	3.07202	0.985428	-3.20513	-5.11306	1.97036	0.267777	-4.06133	2.57044	-4.55638	1.26309	0.821707	-1.5661	1.69477	-0.810612	-0.13064	-0.436274	-0.158372	3.38862	6.97945	-6.26902	-0.988918	-3.17887	-4.52317	1.69383	-0.284956	-3.79118	2.21388	-1.12272	3.09339	0.632465	-1.23857	0.985346	-1.17636	0.0975035	-1.6831	0.0211282	2.52846	0.591352	-1.0621	-0.0223708	-3.6191	-3.99317	2.31966	0.697473	-3.84971	2.62727	-2.97479	3.61491	0.531919	-0.100132	0.960714	-0.660674	-0.391171	-0.642714	0.0947039	4.42738	-4.23989	-1.70314	-0.436262	-3.42951	-4.77321	1.70204	0.602593	-3.99213	1.56821	-2.10152	3.75623	0.693562	-2.94363	1.53635	-0.798839	-0.102119	-0.714726	0.701436	3.58297	3.2915	-5.29555	-0.350884	-1.465022e+02	-2.343453e+02	-3.808476e+02
66100	3.1157	0.970043	1.10686	3.16058	0.752269	0.560673	0.0292478	2.60205	0.694446	1.3711	1.88982	0.127369	0.778525	0.652379	0.709151	0.270039	0.639174	0.438706	0.311341	0.413374	0.658245	0.0132265	-0.133221	-0.41044	0.476455	-1.13025	-0.707077	-1.29623	-0.216103	1.42477	0.482724	-3.83846	-0.505597	-3.6118	-4.84001	1.64178	0.168146	-4.35724	-1.70421	3.64306	0.916967	2.16018	-1.00761	0.512013	0.0468582	2.7113	0.0642046	0.0700338	0.0985345	0.1861	0.169536	1.99272	3.06711	3.39544	0.250865	0.144011	0.325414	0.0726234	0.124452	0.153084	1.41047	1.841	1.30806	1.23599	1.88692	3.47502	-3.72323	-5.58579	1.8295	0.59521	-4.42301	2.79476	-4.0906	-0.332554	0.324444	-1.96982	0.747353	-1.22222	-0.553169	-0.962237	-0.200813	-0.405488	2.07353	-4.23574	-0.681655	-4.23377	-4.01643	1.7643	-0.210111	-4.49315	3.2568	-1.31093	3.22081	-0.0672722	-1.54616	0.290161	-1.51388	-0.529487	-1.92064	0.467103	1.85277	-0.449486	-1.06023	0.0258402	-3.67178	-4.55638	1.71367	0.636125	-4.20922	2.9139	-3.3084	1.37159	0.0943842	-0.98428	0.0960483	-0.984445	-0.453338	-1.24511	-1.10225	1.18738	0.478412	-2.17016	-0.419888	-3.76205	-4.40368	1.67525	0.326421	-3.51343	3.07364	-1.54805	0.23493	-0.28579	-4.49509	0.739247	-1.09898	-0.720211	-1.65292	-0.286508	2.7989	2.04634	-4.16021	-0.713358	-1.314644e+02	-2.204577e+02	-3.519221e+02
66200	3.20366	0.93073	1.42958	1.0495	0.670166	0.450622	0.0987436	2.13426	0.436779	2.31456	2.08715	0.168138	0.855913	0.54429	0.814917	0.308909	0.577381	0.387789	0.253334	0.351541	0.539363	0.0108167	0.38675	-0.222438	0.768936	-1.51801	-0.326483	-1.16023	0.0697601	4.38906	2.53804	-3.73063	-0.806537	-3.34329	-4.45501	1.52635	0.266257	-4.93339	4.44945	-3.49387	-4.47719	2.80765	-1.6905	-3.20541	0.163083	5.42811	0.066691	0.0918482	0.13104	0.0820672	0.0700972	2.09707	2.18046	5.73297	0.218617	0.940631	0.113539	0.144493	1.80335	0.0869012	4.4055	2.14959	1.87856	0.965052	1.85912	8.72273	-4.71202	-4.28032	1.25972	-1.73236	-5.06304	3.23243	-1.93678	-3.25504	0.788291	-2.18435	0.821332	-1.53454	-0.0478021	-0.910615	-0.0918038	2.78042	5.38796	-7.1681	-0.481093	-3.09282	-4.69157	1.40698	-0.163477	-5.16952	3.03333	-1.67858	3.82234	0.281554	-0.488891	0.791398	-1.17314	-0.265706	-1.54742	0.166048	4.13766	2.22577	-1.09767	-0.261356	-3.66093	-4.23833	0.851432	0.279828	-4.57529	2.86056	-2.60053	-1.62067	0.748072	2.06588	0.255021	-1.64007	0.0518012	-1.10954	-0.491626	1.54171	0.177435	-2.01624	-0.159829	-3.70316	-4.25252	1.49652	-0.62583	-4.90203	2.94815	-2.06217	1.07468	0.208781	-4.12969	1.12354	-1.54791	-0.451396	-1.10268	0.415	2.27543	2.40047	-3.52325	0.0385655	-1.526580e+02	-2.291173e+02	-3.817753e+02
66300	3.20309	1.20325	0.796291	1.46406	0.800592	1.43434	0.0391158	2.22686	0.255431	1.22328	3.08644	0.0935671	0.617064	0.535337	0.643623	0.387646	0.767997	0.571715	0.205246	0.491439	0.545316	0.0111285	0.947212	-0.168059	0.783334	-0.819938	-0.220653	-1.43084	-0.689423	3.14556	3.22504	-5.86913	-0.737336	-3.53849	-4.8616	0.713012	-0.669066	-4.68556	0.979017	4.13082	2.08507	4.47797	-1.94289	1.61556	0.0905446	0.137554	0.0784545	0.143232	0.0641362	0.36148	0.553844	2.32772	2.55527	6.6275	0.450548	0.165384	0.105291	0.133675	0.360201	0.0828971	2.24294	18.7553	1.80737	1.51757	0.712382	1.39171	-4.10723	-4.54656	0.91309	-0.920132	-4.52534	3.92818	-2.31171	1.70206	1.02661	-0.951199	0.771127	-0.647132	0.0578676	-1.75872	0.133648	2.75654	4.93791	-5.93422	-0.803991	-3.87207	-5.00775	0.196448	0.0839158	-4.61132	3.7732	-1.95798	3.20875	0.679386	-0.154873	0.241098	-0.75315	0.205095	-1.62707	0.487167	2.63966	3.36789	-1.30707	-0.875493	-3.62378	-4.59493	0.650229	-0.532398	-5.0067	4.02842	-2.47179	3.60263	0.996313	-0.272357	1.15111	-1.01157	-0.621127	-0.443267	-1.22689	3.14943	-0.958356	-1.38428	-0.391134	-3.55412	-4.73914	0.440369	-0.679337	-4.56953	4.17174	-0.81979	0.224419	0.436882	-0.383301	0.802392	-0.925584	-0.703953	-1.77667	-0.377299	1.92319	1.60295	-5.96044	-0.806318	-1.302874e+02	-2.358764e+02	-3.661638e+02
66400	2.81246	2.02227	0.803065	2.13522	0.472288	0.397717	0.102316	1.15436	0.533044	1.23431	2.47025	0.0934211	0.810382	0.58066	0.514205	0.42439	0.617719	0.665197	0.296929	0.745888	0.73424	0.0100886	0.428723	-0.387099	0.449288	-1.428	-0.295202	-1.40314	0.349675	0.495255	1.71547	-4.49851	-0.275862	-4.23596	-5.01774	1.35403	-0.00379071	-3.85598	-1.38525	3.2384	1.32279	4.45331	-0.579203	1.62663	0.0284215	1.40811	0.0674658	0.356236	0.0473133	0.0322708	0.0767695	1.35958	8.98538	1.91485	0.306077	0.260661	0.150339	0.0638359	0.111861	0.135438	6.79028	3.53416	1.39705	4.15236	4.44985	1.32791	-5.11111	-4.15477	0.984788	-0.485249	-3.78298	3.69579	-2.20315	1.24127	0.339303	-2.48235	0.687114	-2.20398	-0.36381	-1.52602	0.456092	1.08016	3.57022	-4.52126	-0.716299	-3.93469	-4.93569	1.09336	-0.0174379	-4.53547	3.48228	-1.9202	3.61572	0.384899	-1.7614	0.141284	-0.715546	-0.219083	-1.17484	0.524851	1.01102	0.790947	-1.29946	-0.665188	-4.99166	-4.48382	1.37009	0.344262	-4.02636	2.47977	-2.08271	1.38727	0.741772	-0.0465326	0.596317	-1.17432	0.169896	-1.39701	0.313863	0.224979	-0.429898	-1.79533	-0.315849	-5.22866	-4.17923	1.32709	-0.232091	-3.9135	2.94572	-0.642538	1.37134	0.232933	-3.74016	0.416093	-1.69179	-0.56178	-1.7675	0.729412	2.4907	2.14584	-3.97283	-0.868299	-1.400209e+02	-2.250299e+02	-3.650508e+02
66500	2.92419	1.79194	1.18734	1.18667	0.85304	0.267436	0.0270585	1.9331	0.396561	1.49578	2.38385	0.104374	0.947545	0.872315	0.589894	0.234965	0.678116	0.469593	0.381365	0.437689	0.478208	0.0101783	0.677063	-0.371716	0.512579	-1.18483	-0.0466571	-1.06344	-0.101572	4.82555	1.74352	-2.02798	-0.339922	-4.6541	-4.0019	0.719369	-0.23971	-3.74092	-1.63514	1.42918	-0.839536	3.4714	-1.9753	2.36877	0.0796161	0.963957	0.100305	0.0529743	0.0286624	0.0609138	0.042129	1.42477	0.603607	8.59773	0.532565	0.219053	0.679771	0.259179	0.503705	0.360111	4.49792	4.8828	7.68071	1.56119	2.30804	1.5264	-5.05041	-4.23005	0.738394	-0.318956	-5.18853	4.0249	-3.04858	2.49472	0.908856	-1.84145	0.676038	-1.21914	-0.124346	-1.20513	0.168397	4.03758	2.44797	2.23757	-0.638491	-4.23402	-4.83717	0.662615	-0.61882	-3.50939	3.4626	-1.56959	2.34154	0.696257	-1.09341	0.335733	-0.970813	0.193804	-1.07071	0.292868	2.53497	2.87609	-0.897318	-0.488306	-4.53968	-3.98757	1.02303	-0.749025	-3.24642	3.40139	-1.58061	1.81171	0.780021	-1.61261	0.290161	-0.902717	-0.00396814	-1.38229	-0.357066	4.31726	1.25634	-1.44406	-0.31544	-5.04588	-4.0842	0.131438	-0.156825	-4.38253	3.52694	-2.0766	1.33976	0.805549	-1.70111	0.0290366	-1.37616	0.0438929	-1.45835	0.0951523	1.92398	1.30516	-4.50384	-0.787841	-1.337807e+02	-2.263231e+02	-3.601038e+02
66600	2.90432	2.93451	1.54225	1.37386	1.27924	0.504937	0.114913	1.98787	0.413928	1.90357	1.72262	0.111251	0.723348	0.596424	0.79193	0.509864	0.756972	0.595292	0.519271	0.471543	0.702989	0.0103766	0.412338	-1.11603	1.0495	-1.36736	0.139581	-0.749814	-0.89087	3.92958	2.28049	0.323144	-0.329002	-4.88835	-3.98085	0.424446	-0.867356	-3.18292	1.05056	0.331665	-1.98958	4.2127	-0.308964	2.50834	0.0233208	0.371204	0.0866031	0.0972865	0.245022	0.225385	0.19119	4.88138	4.14347	3.82902	0.227545	0.367521	0.293255	0.0676316	0.11556	0.786855	3.92987	3.38535	4.63147	1.21822	3.84488	1.45996	-5.25723	-4.57104	0.252902	-1.1125	-3.78371	3.87508	-2.68307	1.57554	0.523499	-1.50911	1.18182	-1.20093	0.159603	-0.814081	-0.926652	2.30731	4.24374	2.93704	-0.835807	-5.41951	-4.53907	0.623791	-1.02817	-2.19038	3.75585	-1.31746	1.63009	0.493237	-1.02837	1.02845	-1.42081	-0.408721	-0.969089	-0.367217	3.24998	1.59601	-0.868088	-0.249869	-5.60515	-3.64408	0.733646	-0.949454	-3.55728	3.26475	-1.89045	3.08695	0.457286	-1.07525	0.797927	-1.2476	0.301901	-1.12407	-1.48595	1.70421	1.51189	-1.67105	-0.42168	-5.53349	-3.34821	0.0324736	-0.730617	-2.41719	4.46014	-0.574221	2.63012	0.440347	-2.00102	0.843004	-0.990637	-0.817198	-1.0438	-0.384439	1.63112	0.402096	-3.95682	-0.767536	-1.399826e+02	-2.291846e+02	-3.691672e+02
66700	2.96611	3.11096	2.21642	2.5909	0.317118	0.63889	0.0124556	1.26976	0.59988	0.899416	3.20622	0.0944125	0.792074	0.790193	0.526905	0.3707	0.598563	0.515722	0.522734	0.37073	0.606505	0.0144429	0.483879	-0.691816	-0.353112	-1.20211	0.220829	-1.04727	-0.408151	4.46353	1.1415	-3.24964	-0.64538	-4.61344	-4.55733	1.15257	-1.27622	-1.77062	-1.42246	3.98431	-0.466885	2.77631	-0.0407247	-0.0343008	0.0311747	0.533437	0.22974	0.0702242	0.139991	0.0471752	0.10191	4.96174	6.18675	4.5247	0.212685	0.214094	0.239651	0.203811	0.174987	0.116033	3.25398	0.984051	2.26811	0.712576	1.77469	1.95976	-5.02094	-4.31768	0.787213	-1.23803	-2.22602	3.45636	-1.95467	1.72886	0.312311	-1.10457	0.523763	-1.27536	0.452429	-1.1029	-0.394653	1.31673	3.87955	-1.13416	-0.803796	-4.69336	-4.39437	0.971214	-1.09924	-2.19387	3.02283	-1.4053	0.85054	0.571691	-0.599877	0.170243	-0.76916	0.416803	-1.03358	0.335434	0.994821	1.42767	-1.52974	-0.582134	-5.05114	-4.06459	0.97224	-1.27354	-1.49503	2.79498	-1.12108	-1.42557	0.0419462	-2.05375	-0.168989	-0.98508	0.53931	-1.14628	-0.655027	2.48283	0.615736	-1.70057	-0.39649	-4.06625	-4.46862	1.18681	-0.779472	-1.91922	2.84964	-1.32889	-0.637489	0.575597	-1.53903	-0.986236	-1.17316	-0.783002	-1.09086	-0.469549	2.36512	1.62152	-5.57656	-0.64443	-1.295791e+02	-2.185994e+02	-3.481786e+02
