iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnPKidNDCVCC(1)	M_lnPBrnNDCVCC(1)	M_lnPBodNDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnPKidNDCVCC(1)	V_lnPBrnNDCVCC(1)	V_lnPBodNDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnPKidNDCVCC(1.1)	lnPBrnNDCVCC(1.1)	lnPBodNDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnPKidNDCVCC(1.2)	lnPBrnNDCVCC(1.2)	lnPBodNDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnPKidNDCVCC(1.3)	lnPBrnNDCVCC(1.3)	lnPBodNDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnPKidNDCVCC(1.4)	lnPBrnNDCVCC(1.4)	lnPBodNDCVCC(1.4)	LnPrior	LnData	LnPosterior
17300	3.18642	3.08184	0.268585	1.24261	0.51622	0.930108	0.120983	1.81858	1.41554	3.21172	2.92386	0.415596	0.905853	0.739811	0.886262	0.631609	0.755461	0.0123926	0.540952	0.759819	0.646323	0.0125271	-0.806307	0.723956	-1.20078	0.155948	0.352326	0.870038	-1.63718	1.50385	2.08479	1.16944	4.3814	-2.28983	-0.885346	-0.463451	0.911596	-0.375643	0.625085	-1.33268	-3.10758	-1.32479	-2.56888	2.09246	0.323122	0.0934074	0.116569	0.0457269	0.0474998	0.183732	0.16998	0.151573	0.115353	0.0788647	0.100507	0.0535831	0.042139	0.570254	0.0399234	0.0877252	0.0605581	0.160187	0.187864	0.135291	0.105626	3.26506	-0.830528	-2.83366	2.48868	-1.0969	0.543753	-1.41907	0.219213	0.473627	1.68977	-1.41828	1.22271	1.65676	1.28054	4.1904	-2.33076	-0.978823	0.226877	0.746797	0.277805	0.815711	-1.6506	-3.15291	-0.912951	-2.78151	1.80073	-0.63256	1.11382	-1.09359	0.464024	0.606972	0.542703	-1.61148	0.868133	2.05675	1.41397	4.30837	-2.23765	-0.431733	-1.68671	0.870218	0.0101727	0.671589	-1.56803	-3.00082	-1.59381	-3.1064	4.16355	-0.92484	0.61664	-1.19902	0.40129	0.32933	0.29435	-1.54458	1.09135	1.66507	1.321	4.43155	-1.72983	-0.773303	-0.71964	0.680331	-0.66559	0.700948	-1.03856	-3.09655	-1.59223	-2.90459	3.7751	-1.16621	0.634369	-1.66787	-0.0313527	0.140646	1.15331	-1.76144	1.18761	1.72319	1.1433	4.57202	-2.15916	-0.428119	0.511998	0.95573	-0.782507	0.46878	-0.778375	-2.58686	-6.573179e+01	-2.557096e+02	-3.214414e+02
17400	2.66052	2.12742	0.641609	1.18039	0.279879	0.896878	0.211226	1.36764	0.651907	1.53737	2.4455	0.402528	1.0916	0.858008	0.72083	0.521653	0.853557	0.0105766	0.378968	0.498311	0.535544	0.0100789	-0.570501	0.350204	-0.850641	-0.733223	0.41668	1.70736	-2.37591	1.48808	2.11358	1.22817	4.55611	-2.25466	-0.0900286	-1.08308	0.524386	-0.206992	0.610694	-1.69676	-4.14861	-1.0267	-3.31639	-0.26878	0.0409117	0.110771	0.474985	0.0820837	0.074969	0.0823457	0.0843128	0.221461	0.082239	0.0472616	0.070284	0.162448	0.0497314	0.438751	0.0535304	0.577922	0.0466303	0.0782326	0.434166	0.19529	0.179598	3.67146	-1.8256	-3.42875	0.298811	-0.702875	0.173034	-1.89564	-0.573994	1.03026	2.56322	-2.11923	1.54525	2.23501	1.081	4.31426	-2.06493	-0.295719	0.21504	0.53163	0.353032	0.713363	-1.62648	-4.39075	-0.778689	-3.39955	2.25154	-0.549332	0.60737	-1.65149	-0.39763	0.824523	1.64429	-2.57105	1.27852	2.22131	1.39705	4.46308	-1.93568	-0.0351326	-1.80423	0.740555	0.360781	0.387837	-1.7842	-4.37349	-0.748822	-2.63544	0.740297	-0.774446	0.621336	-0.669675	-1.03828	0.877241	1.40661	-3.00512	1.12851	2.23468	1.40699	4.45655	-2.22546	0.107466	-0.459099	-0.0783284	-0.280692	0.638106	-1.77956	-4.10249	-1.33153	-3.03741	4.47887	-0.534337	0.129273	-1.17823	-0.683518	0.693433	1.74501	-2.74666	1.51719	1.92266	1.36877	4.50816	-1.88421	0.142153	0.327121	0.434479	-0.420839	0.227529	-1.72144	-3.21695	-7.436865e+01	-2.607109e+02	-3.350795e+02
17500	3.16337	1.14117	0.589016	0.746175	0.311821	1.19945	0.352252	1.25537	0.962581	2.92959	3.28351	0.445815	1.03728	0.952746	1.06748	0.533466	0.746546	0.0114302	0.292821	0.451609	0.670467	0.0100006	-0.747363	0.272342	-0.510262	0.274711	0.042782	1.67753	-1.41055	0.450033	1.67902	2.65218	4.3163	-2.79966	0.246391	-0.627176	1.04138	-0.670783	0.656273	-1.56489	-2.33112	-1.16217	-2.79977	2.88177	0.343189	0.212283	0.0679416	0.119512	0.126073	0.233905	0.120884	0.0795044	0.101438	0.088422	0.146641	0.0681375	0.190216	0.567044	0.073884	0.082062	0.11962	0.118079	0.198778	0.0983896	0.0714951	4.4292	-1.51771	-3.45233	3.54509	-0.753485	0.861548	-0.262918	0.164927	0.298487	2.25431	-1.41475	0.871603	2.06025	2.47652	4.50351	-2.64388	0.0355418	0.304391	1.1022	-0.401102	1.19641	-1.07787	-2.49884	-0.748299	-2.6312	1.71416	-0.877502	0.189524	-0.786865	0.323292	0.437691	1.4094	-1.65594	0.775072	1.50224	2.89898	4.55514	-2.29976	0.483367	-1.68155	1.55751	-0.061456	0.947637	-1.51877	-2.21317	-0.570345	-3.00427	3.76676	-0.851067	0.0971521	-0.629917	-0.0273402	0.210367	1.41766	-0.858667	0.584001	1.84086	3.15687	4.1834	-2.40868	0.512144	-0.465976	0.91754	-0.992547	0.70996	-1.77683	-2.80339	-1.00833	-2.78545	2.15579	-0.804642	0.710932	-0.408931	-0.179944	-0.393001	1.88483	-1.03087	0.305039	1.67431	3.08658	4.19215	-2.06575	0.490996	0.799119	0.949274	-0.614296	-0.172201	-1.19641	-2.96976	-7.576210e+01	-2.677224e+02	-3.434845e+02
17600	3.18859	1.91708	0.806149	0.708431	0.767901	1.16259	0.31074	1.71082	0.865598	2.54375	2.91277	0.335683	1.00644	0.840263	1.08776	0.542617	1.01325	0.0122322	0.453643	0.445265	0.627986	0.0115579	-0.944613	0.319962	-0.506004	-0.581097	-0.364426	2.01389	-0.586432	0.645393	1.9917	4.29506	4.25727	-2.57242	-0.16806	-0.320068	0.467656	-0.353628	-0.145071	-1.52355	-2.33653	-0.480079	-2.92069	2.80429	0.0996268	0.0879454	0.118053	0.0686934	0.0424306	0.0881615	0.151423	0.131403	0.10863	0.126999	0.143778	0.151423	0.171203	0.366891	0.0877294	0.0732301	0.564688	0.0546252	0.068757	0.133749	0.212247	1.48345	-0.580344	-3.27491	3.9612	-1.17762	0.338552	-0.329485	-0.196918	-0.318262	2.57289	-1.10644	1.17688	1.87892	3.86786	4.08958	-2.58937	0.161854	0.254139	0.812529	-0.275996	-0.0391316	-1.47861	-2.30129	-0.726445	-3.04203	2.15862	-0.685469	-0.166757	-0.45938	-0.498405	-0.152542	1.9663	-0.295591	1.25796	2.09267	4.42726	4.22835	-2.44691	0.304837	-2.01536	0.567664	-0.325336	-0.54287	-1.74856	-2.4728	-0.97064	-2.42975	1.60503	-1.15664	0.873222	-0.899555	-0.494178	-0.54073	1.76709	-0.620075	1.16471	2.24201	4.33628	3.86695	-2.46483	-0.453223	-0.609866	0.415181	-0.938466	-1.0148	-1.77789	-2.41217	-0.0408122	-3.13057	4.1559	-1.19009	0.507893	-0.990339	-0.853844	-0.659549	1.66043	-1.41426	1.15178	2.18938	4.50898	4.57523	-2.72272	0.612186	0.401404	0.503756	0.0661549	0.0339698	-1.68365	-2.85886	-6.768419e+01	-2.671598e+02	-3.348440e+02
17700	3.07942	1.71746	0.599648	0.519072	0.560358	1.62804	0.19128	1.16949	0.892306	1.77617	2.82492	0.51169	1.12633	0.84185	0.937102	0.406029	0.738541	0.0134068	0.363962	0.529816	0.935598	0.0132569	-0.555074	0.1773	-0.0505833	-0.240798	-0.323003	1.27948	-0.277982	1.20276	2.00229	3.61442	4.55726	-2.56225	-0.747968	-0.285899	0.493111	-0.492023	0.501809	-1.82902	-2.07605	-0.748179	-3.162	2.59504	0.280077	0.02893	0.0532422	0.0477499	0.0282365	0.127149	0.04191	0.0707621	0.11274	0.0452421	0.0396331	0.0780903	0.219624	0.509976	0.0604961	0.149501	0.235151	0.0700427	0.085682	0.108713	0.203838	0.770428	-1.04166	-2.31055	2.33123	-0.553282	0.237244	-0.448222	-0.347409	-0.250576	1.60569	-0.326878	0.973171	2.08476	3.82735	4.50243	-2.7157	-0.436572	0.326121	0.969938	-0.469615	-0.0286578	-1.54296	-2.80508	-0.692533	-2.99636	1.97644	0.194763	0.562974	-0.449799	-0.609081	-0.394842	1.23609	-0.357647	1.2767	2.28751	3.56164	4.51827	-2.56808	-0.68849	-1.89695	0.0274693	-0.413171	-0.446744	-1.83737	-2.12999	-0.933219	-3.21693	2.48984	0.300129	0.128758	-0.516962	-0.35747	-0.305968	1.54412	-0.272023	1.15235	2.09441	3.81877	4.24752	-2.04807	-0.910876	-0.529838	0.260817	-1.05662	0.519919	-1.99703	-1.96071	-0.712422	-2.84079	 3.15	-0.886602	0.137044	-0.505487	-0.458726	-0.450176	2.02475	-0.527297	1.08424	1.95165	3.77775	4.49927	-1.97656	-0.774821	0.470249	0.570662	-0.267228	0.439872	-1.82067	-1.87523	-4.790186e+01	-2.751612e+02	-3.230630e+02
17800	2.93512	2.17342	0.814083	0.628089	0.810099	1.9711	0.0580609	2.12456	0.928616	1.7612	2.99052	0.456276	0.981226	0.849554	0.583244	0.491681	0.812906	0.0111263	0.316324	0.766224	0.651384	0.0105236	-0.308153	0.710177	-0.582464	0.170433	0.175466	2.68874	-0.593526	1.59299	1.60816	2.26923	2.84521	-1.89992	-1.03203	-0.587163	-0.560368	-0.310224	0.239483	-1.75276	-2.67854	-1.40162	-3.20292	1.06472	0.120155	0.0336535	0.0606579	0.431566	0.126585	0.159349	0.584811	0.0630026	0.143509	0.0499004	0.114098	0.0826597	0.0903121	0.551533	0.0724893	0.103865	0.0674055	0.0343623	0.130482	0.111938	0.138017	3.60197	-1.8581	-3.44435	3.42335	-0.422813	0.732818	-0.851353	-0.594349	0.280013	2.26832	-0.98257	1.96478	1.33869	2.0799	2.33363	-1.83488	-0.296083	0.148148	-0.414074	-0.118722	0.182751	-1.42378	-2.67905	-1.44207	-2.78812	1.71996	-0.292478	0.446348	-0.359847	0.0355337	0.741194	2.46966	-0.827525	1.56441	1.79829	2.19504	2.96201	-1.9926	-0.741814	-2.02693	-0.415137	-0.358578	0.0794199	-1.77884	-3.14557	-1.0915	-3.0271	-0.894622	-0.012096	0.707258	-0.363128	0.56042	-0.217214	3.0954	0.256181	1.82684	1.98186	2.27187	3.06651	-1.86185	-1.16708	-0.727912	-0.44313	-0.146773	0.519814	-1.86847	-2.14793	-1.31284	-3.52972	0.594304	-0.58495	0.767828	-0.996147	0.313698	0.131336	2.59587	-1.9587	1.82974	1.13385	2.03839	3.60165	-1.67155	-1.14051	0.347925	-0.347963	-0.351749	0.349409	-1.72419	-2.8467	-6.092837e+01	-2.614044e+02	-3.223327e+02
17900	2.90075	3.20888	0.368353	1.56449	0.32662	0.67421	0.0860282	1.29312	0.840733	2.31153	3.03853	0.499792	1.0271	0.731209	0.73691	0.484517	0.872841	0.0113026	0.490177	0.391554	0.738363	0.0119162	0.148862	0.130572	-0.68553	0.273381	-0.443633	0.787449	-1.44028	1.9467	1.85007	1.67722	3.14395	-2.55748	-0.353861	-2.1216	0.700388	-0.322366	0.0469618	-1.12659	-2.96912	-1.14485	-2.67783	3.60011	0.0822851	0.0611863	0.0418357	0.103294	0.19904	0.159576	0.327842	0.176311	0.0551456	0.0640115	0.136921	0.602926	0.268894	0.888545	0.121613	0.23063	0.127126	0.0374604	0.216524	0.202588	0.155404	3.70178	-1.16907	-2.5277	2.98781	-0.43432	0.762645	-0.413527	0.310442	-0.00857076	1.52206	-0.975719	1.65734	2.04736	1.69247	2.85045	-1.98719	0.313526	0.0430951	0.357203	0.310391	0.560344	-0.993425	-3.5672	-1.39642	-2.68016	1.58612	0.166515	0.411694	-1.0122	0.238371	0.622705	0.613163	-1.59877	1.5266	2.00128	2.03823	3.08401	-1.84488	-0.101746	-2.3781	0.458987	0.136431	-0.226741	-1.44974	-2.91385	-1.56994	-2.2442	3.76357	0.0345209	0.458111	-0.969544	0.2013	0.869047	0.642399	-1.26619	1.64827	1.99662	1.87809	3.3464	-2.04805	-1.36105	-0.687242	1.11042	-0.929742	-0.181999	-0.946238	-2.47059	-0.787519	-3.24946	2.2907	0.264737	-0.157257	-0.868659	0.347874	0.0148039	0.780742	-2.04666	1.78529	1.97975	1.42898	4.00907	-1.57632	-0.71068	0.508443	1.04683	-0.095931	-0.181419	-1.0911	-2.93249	-9.530632e+01	-2.714765e+02	-3.667828e+02
18000	2.82919	3.10177	0.484853	0.773236	0.373278	0.717206	0.47042	2.81846	0.789268	1.48032	2.73743	0.237843	0.990081	0.723516	0.70079	0.554419	0.85867	0.0138975	0.388774	0.545538	0.647319	0.0106054	-0.554337	0.573476	-0.472047	-0.203182	0.438597	1.26292	-2.04544	0.96436	1.23274	1.61632	4.52675	-2.18067	-1.06618	-0.0134409	-0.867924	-0.600896	0.125577	-1.8472	-3.66984	-1.29126	-1.61438	-0.195475	0.07428	0.0562607	0.0657898	0.0518765	0.0373932	0.146656	0.127128	0.0485384	0.0725868	0.101718	0.0323307	0.0405187	0.20379	0.497379	0.0976078	0.146057	0.107086	0.378313	0.109421	0.116166	0.553092	2.01527	-1.43586	-3.40677	-1.87474	-0.461075	0.380902	-0.553273	-0.380102	0.159896	1.68995	-1.63998	1.29901	1.43544	1.42432	4.55662	-2.59803	-0.631627	0.295412	-1.18457	-0.193826	0.421267	-1.9987	-4.13795	-1.61334	-2.16836	1.16357	-0.704761	0.61509	-0.898306	-0.358347	0.826227	0.783811	-2.05485	0.8748	1.48573	1.59632	4.58679	-1.76828	-0.580309	-1.78191	-0.515983	-0.458813	-0.745727	-1.7583	-3.47188	-1.26667	-1.77381	0.037635	-0.614572	0.882865	-0.502003	-0.526052	0.0048559	1.80206	-1.46921	0.88379	1.57534	1.74317	4.33888	-2.18758	-1.77275	-0.710679	-1.13951	-1.14038	-0.0540824	-1.9362	-3.19575	-1.1328	-0.944032	-2.96863	-0.868647	0.759552	-0.282196	-0.557104	0.272116	1.78062	-2.29017	0.851859	1.74082	1.38411	4.44074	-2.07603	-0.442864	0.503186	-0.355553	-0.453935	0.391425	-1.76971	-3.29783	-7.034063e+01	-2.607212e+02	-3.310618e+02
18100	2.73318	2.43369	0.578265	2.27108	0.386495	0.890451	0.115008	1.55541	1.24738	3.29443	3.04027	0.359378	1.22145	0.837996	0.734575	0.389268	0.798595	0.0143099	0.666542	0.576149	1.11634	0.0102306	-0.459384	0.293545	-0.222715	0.230167	0.542124	2.04018	-2.90666	1.14764	1.49974	1.79543	4.48512	-2.49876	-0.862083	-0.778003	-2.16998	-0.319764	0.7157	-1.91182	-3.86626	-0.95235	-2.8277	3.0409	0.0761554	0.0690829	0.202564	0.0766046	0.0674832	0.0737997	0.0500691	0.111071	0.0595237	0.0997365	0.118014	0.0596795	0.0969862	0.613996	0.122559	0.0969085	0.146395	0.0770002	0.0722055	0.084617	0.231267	3.32221	-0.774641	-2.92445	2.67785	-0.766123	0.828318	-0.812623	0.574692	0.743816	2.10735	-2.58015	1.09593	0.982869	1.98705	4.58648	-2.51471	-1.10381	0.31132	-1.55693	0.239714	1.14642	-1.6896	-3.30983	-0.756003	-2.94025	2.10724	-0.199206	0.645782	0.399614	0.363344	0.55317	1.77501	-3.0207	1.31912	1.41606	1.68274	4.30693	-2.45586	-0.845914	-1.83734	-2.30113	-0.505923	0.764584	-1.93738	-3.57163	-1.01496	-1.82969	2.72516	-0.623601	0.112037	-0.965141	0.213879	0.887899	1.90678	-3.33839	0.903439	1.26646	1.3249	4.42774	-2.47012	-1.00034	-0.587553	-2.3841	-1.1564	0.700902	-1.56938	-3.85294	-0.628366	-3.19535	4.41682	-0.523626	0.231931	-1.07628	0.117725	0.198203	2.11328	-3.14283	1.27945	1.26229	2.10241	4.53313	-2.41939	-0.568827	0.61994	-1.69018	-0.539457	0.50082	-1.9945	-3.99301	-5.436667e+01	-2.689955e+02	-3.233622e+02
18200	2.37858	1.21707	0.42662	0.63681	0.927947	1.07844	0.546155	0.990031	0.521114	2.79764	2.64408	0.468822	1.18283	0.743139	0.650168	0.451843	1.13093	0.0108364	0.496911	0.893499	0.701322	0.0101031	-0.759525	0.392832	-0.85171	-0.0615887	0.184586	1.79463	-3.05551	1.21713	2.62389	1.06356	4.4197	-2.73895	0.170594	-0.934711	-2.03996	-0.8534	0.290956	-2.05142	-3.48248	-0.835778	-4.20048	1.65308	0.0840187	0.0790238	0.0377954	0.0292653	0.330364	0.0732722	0.0863276	0.0835539	0.122357	0.078327	0.144886	0.057333	0.145214	0.703192	0.105117	0.254785	0.236337	0.0654624	0.0641837	0.228704	0.185671	5.87963	-1.08911	-4.07997	1.65947	-0.830998	0.596231	-1.02355	-0.0329702	-0.067924	2.07032	-2.98045	1.47244	2.80158	1.2009	4.33273	-2.96916	0.38414	0.320463	-1.23542	-0.319998	0.177267	-2.0768	-3.43699	-0.654599	-3.48285	2.18048	-0.660982	0.241882	-0.74378	-0.355283	0.910533	1.73338	-2.88728	1.39559	2.75025	1.2353	4.30728	-2.91249	-0.338711	-1.78831	-1.74368	-0.806925	0.123108	-2.03066	-3.40521	-1.03426	-3.47565	-0.250198	-0.849194	0.602563	-0.930176	0.137729	0.784962	1.48457	-3.3405	1.15621	1.95221	0.947676	4.40585	-2.70501	-0.196913	-0.6496	-2.04669	-1.34539	0.797183	-1.86395	-3.4527	-0.191841	-4.38387	4.28516	-0.586938	0.245283	-0.682469	0.0486368	0.206621	2.26163	-2.66688	0.797386	2.07275	0.740014	3.7206	-2.75797	0.93347	0.528074	-2.11336	-0.853829	0.359095	-1.95972	-3.35606	-6.117305e+01	-2.759008e+02	-3.370739e+02
18300	3.02806	1.22537	1.51996	1.32498	0.504314	0.983676	0.112231	2.64656	0.821775	1.71093	3.08486	0.443371	1.03606	0.720881	0.864524	0.461835	0.885904	0.012832	0.298602	1.20093	0.689358	0.015788	-0.052443	0.437067	-0.269151	-0.295188	0.252694	1.58675	-2.03756	1.10742	1.78911	0.59401	4.5473	-3.26135	-0.00380168	-1.07853	-3.33208	-0.55003	0.0281405	-1.47226	-3.59801	-1.41706	-2.20098	0.456966	0.14716	0.0655628	0.150965	0.139693	0.178997	0.390555	0.105213	0.122982	0.0452177	0.0816879	0.0189728	0.0973949	0.0263705	0.783331	0.0845133	0.118831	0.19561	0.0406997	0.14156	0.201607	0.344552	2.94537	-1.09682	-1.70985	1.04151	-0.494683	0.439521	-0.324612	-0.0641765	0.498591	2.8209	-2.00879	0.975365	1.43526	0.752676	4.427	-3.17613	0.0584997	0.227985	-2.99895	-0.160347	0.677205	-1.16098	-3.95928	-0.907223	-2.75783	1.60807	-0.0441995	0.185017	0.479152	-0.852065	0.972661	0.831283	-2.32489	1.10499	2.46076	0.0561216	4.54697	-3.07411	-0.0216127	-1.88987	-3.21112	-0.759557	0.725895	-1.4305	-4.02474	-1.42666	-2.06451	-3.32239	-0.108313	0.448063	-0.562963	-0.237973	0.512896	0.874544	-1.99548	0.972362	1.69709	0.383192	4.38747	-2.72862	0.0098877	-0.352169	-3.50239	-0.743874	0.256744	-1.15712	-3.8192	-1.74396	-1.92848	-2.34107	-0.831193	0.832839	0.142886	0.0341183	0.118162	1.53119	-2.7992	0.716047	2.12611	0.646699	4.23273	-2.61297	0.0619265	0.537963	-3.13015	-0.75081	0.644288	-1.20147	-3.60219	-8.593595e+01	-2.760990e+02	-3.620350e+02
18400	3.00005	2.93764	0.761998	1.35701	0.242138	0.860021	0.112236	1.26233	0.926964	2.49631	3.12967	0.378988	0.972856	0.754898	0.793746	0.516293	0.806224	0.0120602	0.483405	0.771976	0.667007	0.0124833	-0.37989	0.387534	-0.950813	-0.38458	0.433203	1.59205	-1.88866	1.01895	0.810796	1.45789	4.06448	-2.91867	0.57523	-0.900489	-4.12252	-0.468043	1.04572	-2.07879	-4.00769	-0.679862	-2.33869	-0.805783	0.12428	0.0306684	0.0695054	0.0242969	0.0377444	0.297986	0.193665	0.0494817	0.0659865	0.127605	0.032009	0.0545908	0.0334095	0.287219	0.110858	0.0667809	0.0773913	0.124021	0.219515	0.0471069	0.0625099	6.00411	-1.1182	-2.82951	-1.58496	-0.874172	0.171938	-0.862469	-0.179748	0.262581	2.37986	-2.02803	1.38035	1.01466	1.18253	4.1447	-2.8836	0.439932	0.205965	-4.12224	-0.552048	0.933724	-2.38013	-3.80205	-0.680016	-2.36134	1.5495	0.0664809	0.46088	-1.55867	-0.53623	0.621429	-0.0856459	-2.26983	0.958303	0.865758	1.90907	4.22897	-2.86196	0.614297	-1.74697	-3.77771	-0.638646	0.999802	-1.7101	-3.46433	-0.623814	-2.04251	-3.98944	-0.60467	0.414289	-0.985373	-0.530868	0.433682	0.851651	-1.86186	1.20705	1.68992	1.44862	4.12951	-2.46529	0.501895	-0.683373	-4.12065	-0.285582	1.2361	-1.69638	-3.4646	-0.565177	-2.52943	1.52147	0.194483	0.288271	-1.13376	-0.503596	0.202753	1.81884	-2.75126	1.19718	0.875806	1.46154	4.3233	-3.23411	0.633174	0.52861	-4.08306	-0.350295	1.2781	-2.5121	-4.07531	-6.174526e+01	-2.611556e+02	-3.229008e+02
18500	3.25189	1.91463	0.970063	1.82815	1.20568	1.32468	0.450897	1.12182	1.10384	2.8102	1.96853	0.422003	0.948068	0.807592	0.812418	0.466737	0.817395	0.0120327	0.808878	0.585842	0.743922	0.0179904	-0.644974	0.0192272	-0.249516	-0.154986	0.224412	2.47095	-3.3016	1.01398	1.00835	2.36999	4.46947	-3.1986	0.344489	-0.187726	-3.89164	-0.00706408	1.19082	-1.51478	-4.47127	-0.131906	-2.29845	-0.339573	0.122952	0.410259	0.104009	0.121598	0.169949	0.0720926	0.0558716	0.0950517	0.0518139	0.484841	0.196785	0.0393236	0.242696	0.451513	0.117419	0.0466809	0.0842662	0.14148	0.519938	0.184675	0.118259	5.83256	-0.466175	-1.769	0.79384	-0.526886	-0.681406	-0.376203	-0.459463	-0.174054	2.50364	-3.18521	1.2496	0.773932	1.63606	4.41833	-3.38847	0.000593954	0.260873	-4.00996	0.202873	0.838945	-1.41708	-4.28018	-0.0545295	-2.66172	1.3776	-0.704411	0.143088	0.00334289	0.2596	0.409612	2.57373	-3.55856	0.926492	0.736392	2.39316	4.34656	-2.97777	-0.2747	-1.84474	-4.04682	0.270754	1.20742	-1.46084	-4.51888	-0.428806	-2.27391	-0.500036	-0.888173	0.443682	0.186276	0.346085	0.402396	2.06002	-3.01654	1.58299	1.32421	2.24868	4.19605	-3.28143	0.080126	-0.772906	-3.73817	-0.237638	1.25143	-1.07506	-4.16529	-0.167203	-2.31927	-2.24727	-0.459246	0.273467	-0.420997	-0.268594	0.124028	2.41122	-3.32639	0.654798	1.05648	1.08608	4.42794	-3.21496	-0.343386	0.67239	-4.41021	0.310858	1.26696	-0.700608	-4.07969	-7.451510e+01	-2.825087e+02	-3.570238e+02
